client_number,first_name,last_name,email,mobile_number,date_of_birth,gender,province,city,signup_date,event_type,event_date,account_number,product_type,account_status,credit_limit,loan_amount,account_balance,channel,interaction_type,resolved_flag,transaction_type,amount
CL01040,Werner,Mokoena,werner.mokoena25@webmail.co.za,0734160035,1969-06-24,M,Limpopo,Tzaneen,2023-12-15,CRM Interaction,2025-03-16,,,,,,,Branch,Product Application,Y,,
CL01045,Johan,Ndlovu,JOHAN.NDLOVU85@TELKOMSA.NET,0835650204,1959-06-07,M,Northern Cape,Upington,2024-05-16,Transaction,2025-03-16,AC001405,Personal Loan,,,,,EFT,,,Debit Order,-212.07
CL01073,Sam,Govender,sam.govender16@webmail.co.za,+27724590803,1990-06-13,,KwaZulu Natal,Pietermaritzburg,2023-11-15,Transaction,2025-03-16,AC001433,Credit Card,,,,,POS,,,POS Purchase,-6119.96
CL01087,Thabo,Zulu, THABO.ZULU1@OUTLOOK.COM ,077-799-1989,1967-11-24,U,Eastern Cape,Gqeberha,2024-07-09,Transaction,2025-03-16,AC001455,Savings,,,,,EFT,,,Debit Order,-2414.22
CL01163,Michelle,Botha,michelle.botha97@gmail.com,0773499000,1995-06-01,F,KwaZulu Natal,Durban,2023-11-21,Transaction,2025-03-16,AC001546,Savings,,,,,EFT,,,Debit Order,-3741.9
CL01186,Naledi,Abrahams,naledi.abrahams50@outlook.com,+27611513955,2007-07-13,M,Free State,Bloemfontein,2024-01-09,Transaction,2025-03-16,AC001577,Savings,,,,,EFT,,,Deposit,6029.82
CL01209,Bongani,Khumalo,BONGANI.KHUMALO42@TELKOMSA.NET,27644967051,1984-12-15,M,Eastern Cape,Mthatha,2022-07-26,CRM Interaction,2025-03-16,,,,,,,WhatsApp,Complaint,Y,,
CL01402,Johan,Khumalo,johan.khumalo6@yahoo.com,27831838804,1952-03-24,F,Gauteng,Johannesburg,2024-07-26,Transaction,2025-03-16,AC001858,Credit Card,,,,,POS,,,POS Purchase,-3628.8
CL01428,Vusi,Kruger,vusi.kruger87@gmail.com,0727322835,1974-10-25,F,Eastern Cape,Mthatha,2024-10-15,CRM Interaction,2025-03-16,,,,,,,Chat,Query,N,,
CL01434,Lindiwe,Steyn,lindiwe.steyn22@telkomsa.net,0652984200,1971-10-17,F,Northern Cape,Kimberley,2022-01-21,Transaction,2025-03-16,AC001909,Credit Card,,,,,Branch,,,Withdrawal,-4056.16
CL01467,Karabo,Naidoo,karabo.naidoo70@webmail.co.za,073-251-5780,2003-07-03,F,Limpopo,Polokwane,2022-01-15,CRM Interaction,2025-03-16,,,,,,,Call,Complaint,Y,,
CL01478,Thabo,Adams,THABO.ADAMS24@TELKOMSA.NET,0651663022,1965-04-25,M,Gauteng,Sandton,2024-05-08,Transaction,2025-03-16,AC001968,Credit Card,,,,,EFT,,,Fee,-522.82
CL00261,Vusi,Adams,vusi.adams15@outlook.com,0823569046,2007-05-22,F,Western Cape,Cape Town,2022-02-10,Transaction,2025-03-17,AC000344,Personal Loan,,,,,ATM,,,Deposit,2331.75
CL00299,Sipho,Zulu,sipho.zulu70@telkomsa.net,+27675882155,2000-12-07,F,Western Cape,Paarl,2022-03-17,Transaction,2025-03-17,AC000391,Savings,,,,,Online Banking,,,Refund,1337.89
CL00327,Chane,Botha, chane.botha95@yahoo.com ,+27649673937,1997-10-27,F,Free State,Bloemfontein,2024-02-20,Transaction,2025-03-17,AC000418,Savings,,,,,POS,,,POS Purchase,-3265.81
CL00361,Kagiso,De Villiers, kagiso.de villiers79@telkomsa.net ,070-250-3148,1991-10-08,F,Northern Cape,Kimberley,2025-03-16,CRM Interaction,2025-03-17,,,,,,,Call,Product Application,Y,,
CL00395,Johan,Zulu,johan.zulu25@webmail.co.za,+27635574378,1999-10-25,M,Free State,Bloemfontein,2023-03-06,CRM Interaction,2025-03-17,,,,,,,Branch,Complaint,Y,,
CL00411,Ashwin,Mabaso,ashwin.mabaso81@gmail.com,27791885405,1994-12-14,M,Northern Cape,Kimberley,2022-07-01,Transaction,2025-03-17,AC000538,Personal Loan,,,,,ATM,,,Withdrawal,-2321.21
CL00412,Andile,Ndlovu,andile.ndlovu43@outlook.com,0651592675,1988-09-24,M,Western Cape,Paarl,2024-08-18,CRM Interaction,2025-03-17,,,,,,,Chat,Complaint,Y,,
CL00428,Nokuthula,Van der Merwe, nokuthula.van der merwe76@yahoo.com ,+27699383308,1960-07-21,F,North West,Rustenburg,2022-02-21,Transaction,2025-03-17,AC000565,Credit Card,,,,,ATM,,,Deposit,6474.35
CL00444,David,De Villiers,david.de villiers17@webmail.co.za,0756114309,1998-02-07,M,Eastern Cape,Gqeberha,2024-04-12,Transaction,2025-03-17,AC000591,Personal Loan,,,,,POS,,,POS Purchase,-2865.66
CL00466,Precious,Kruger,precious.kruger41@webmail.co.za,+27776899361,2001-09-19,M,KwaZulu Natal,Durban,2025-01-18,CRM Interaction,2025-03-17,,,,,,,Chat,Complaint,Y,,
CL00548,Musa,Adams,MUSA.ADAMS20@WEBMAIL.CO.ZA,27724906109,1993-04-14,M,KwaZulu Natal,Durban,2024-07-10,Product Enrollment,2025-03-17,AC000730,Personal Loan,Active,,10000,5987.95,,,,,
CL00570,Lindiwe,Mabaso,lindiwe.mabaso43@telkomsa.net,27624248312,1978-06-20,M,Mpumalanga,Mbombela,2022-02-23,CRM Interaction,2025-03-17,,,,,,,Branch,Query,Y,,
CL00587,Michelle,Abrahams,michelle.abrahams18@telkomsa.net,075 695 0248,1987-05-10,F,Mpumalanga,Mbombela,2025-02-17,Transaction,2025-03-17,AC000775,Credit Card,,,,,Online Banking,,,Refund,3640.24
CL00602,Precious,Adams, precious.adams14@webmail.co.za ,060 752 9468,1983-06-11,U,Eastern Cape,Mthatha,2022-09-05,Transaction,2025-03-17,AC000794,Personal Loan,,,,,POS,,,POS Purchase,-1022.83
CL00652,Vusi,Fourie,vusi.fourie6@telkomsa.net,0849783147,2007-04-26,U,Eastern Cape,Mthatha,2024-12-17,Transaction,2025-03-17,AC000858,Personal Loan,,,,,ATM,,,Deposit,696.17
CL00659,Marike,Govender,MARIKE.GOVENDER95@OUTLOOK.COM,064-360-9561,1959-06-07,F,North West,Mahikeng,2024-03-29,Transaction,2025-03-17,AC000866,Savings,,,,,Mobile App,,,EFT Payment,7837.07
CL00671,Ashwin,Ndlovu,ashwin.ndlovu82@yahoo.com,0615177662,1968-02-02,F,Gauteng,Pretoria,2023-05-03,Transaction,2025-03-17,AC000881,Savings,,,,,POS,,,Refund,312.0
CL00685,Chane,Abrahams, chane.abrahams61@yahoo.com ,0843337892,1980-06-13,F,Gauteng,Pretoria,2022-02-05,CRM Interaction,2025-03-17,,,,,,,Chat,Complaint,N,,
CL00705,Wian,Molefe,wian.molefe97@webmail.co.za,+27759984304,1952-10-27,F,Free State,Bloemfontein,2024-05-27,Transaction,2025-03-17,AC000929,Personal Loan,,,,,Branch,,,Deposit,5583.54
CL00759,Sam,Dlamini,sam.dlamini70@webmail.co.za,0793066894,1984-04-17,M,Gauteng,Sandton,2023-01-12,Transaction,2025-03-17,AC001001,Savings,,,,,EFT,,,Debit Order,-5480.95
CL00807,Priya,Khumalo,,,1955-12-16,U,Eastern Cape,Mthatha,2023-03-15,Transaction,2025-03-17,AC001057,Credit Card,,,,,POS,,,POS Purchase,-1690.26
CL00815,Sipho,Zulu,SIPHO.ZULU30@YAHOO.COM,072-772-3485,1991-07-03,F,Gauteng,Soweto,2023-08-03,Product Enrollment,2025-03-17,AC001065,Savings,Active,,,43457.29,,,,,
CL00930,Grace,Abrahams,grace.abrahams95@outlook.com,0752490982,1966-10-13,M,Free State,Bloemfontein,2025-01-25,Transaction,2025-03-17,AC001232,Credit Card,,,,,ATM,,,Withdrawal,-6955.72
CL00967,Grace,Ndlovu,grace.ndlovu14@telkomsa.net,084-791-4190,2005-10-10,F,Mpumalanga,Witbank,2024-03-15,CRM Interaction,2025-03-17,,,,,,,Branch,Complaint,Y,,
CL00982,Thabo,Govender,thabo.govender68@yahoo.com,0794121650,1952-06-26,M,Eastern Cape,Gqeberha,2024-03-03,Product Enrollment,2025-03-17,AC001319,Personal Loan,Active,,100000,26699.49,,,,,
CL01016,Nadia,Kruger,NADIA.KRUGER45@WEBMAIL.CO.ZA,0817842181,1963-08-10,M,Limpopo,Tzaneen,2024-02-02,Transaction,2025-03-17,AC001360,Savings,,,,,EFT,,,Debit Order,-2741.08
CL01075,Tumi,Ndlovu,tumi.ndlovu1@outlook.com,0716993668,1956-04-12,U,Mpumalanga,Witbank,2022-11-08,CRM Interaction,2025-03-17,,,,,,,Email,Complaint,Y,,
CL01291,Zanele,Sithole,ZANELE.SITHOLE67@TELKOMSA.NET,080 914 1900,1995-05-14,F,North West,Rustenburg,2024-06-06,Transaction,2025-03-17,AC001720,Savings,,,,,POS,,,POS Purchase,-838.85
CL01304,Kagiso,Adams,kagiso.adams12@telkomsa.net,0754392094,1990-05-13,M,Free State,Welkom,2024-04-26,CRM Interaction,2025-03-17,,,,,,,Email,Feedback,Y,,
CL01344,Ayesha,Van der Merwe,ayesha.van der merwe60@outlook.com,0708608994,1984-05-23,F,Limpopo,Tzaneen,2023-07-01,Product Enrollment,2025-03-17,AC001785,Savings,Active,,,76384.38,,,,,
CL01347,Werner,Van der Merwe,werner.van der merwe48@telkomsa.net,+27635018631,1983-10-21,M,Limpopo,Polokwane,2023-10-24,Transaction,2025-03-17,AC001790,Savings,,,,,POS,,,POS Purchase,-74.9
CL01374,Marike,Petersen,marike.petersen35@webmail.co.za,0751115555,1950-02-09,M,Gauteng,Sandton,2024-09-22,Transaction,2025-03-17,AC001820,Personal Loan,,,,,ATM,,,Withdrawal,-2103.33
CL01453,Wian,Mahlangu,wian.mahlangu14@webmail.co.za,0729330961,1993-12-02,F,Eastern Cape,East London,2024-11-14,CRM Interaction,2025-03-17,,,,,,,WhatsApp,Product Application,Y,,
CL01483,Lerato,Naidoo,LERATO.NAIDOO61@GMAIL.COM,065 194 1043,1995-03-05,F,Free State,Welkom,2024-02-21,Transaction,2025-03-17,AC001974,Savings,,,,,EFT,,,Debit Order,-3246.71
CL00098,Werner,Sithole,werner.sithole42@telkomsa.net,,1988-05-06,M,North West,Rustenburg,2025-03-16,Product Enrollment,2025-03-18,AC000122,Credit Card,Active,50000,,32811.88,,,,,
CL00127,Nadia,Fourie,nadia.fourie60@gmail.com,0697444964,1981-03-29,M,Mpumalanga,Mbombela,2022-08-06,Transaction,2025-03-18,AC000165,Personal Loan,,,,,Branch,,,Withdrawal,-2986.87
CL00250,Thabo,Zulu,thabo.zulu36@webmail.co.za,080 601 2883,1974-10-11,M,Limpopo,Tzaneen,2024-09-13,Transaction,2025-03-18,AC000327,Personal Loan,,,,,POS,,,POS Purchase,-2892.17
CL00254,Andile,Fourie,andile.fourie82@telkomsa.net,+27669396617,1989-08-09,M,Free State,Welkom,2024-08-21,CRM Interaction,2025-03-18,,,,,,,Email,Product Application,Y,,
CL00254,Andile,Fourie,andile.fourie82@telkomsa.net,+27669396617,1989-08-09,M,Free State,Welkom,2024-08-21,Transaction,2025-03-18,AC000334,Personal Loan,,,,,Online Banking,,,EFT Payment,2526.44
CL00258,Ilse,Naidoo,ILSE.NAIDOO45@WEBMAIL.CO.ZA,27652095334,2004-03-22,M,Western Cape,Cape Town,2023-04-09,Transaction,2025-03-18,AC000339,Savings,,,,,POS,,,Refund,5548.15
CL00303,Ilse,Smith,ILSE.SMITH62@TELKOMSA.NET,+27672293325,1994-04-29,F,Mpumalanga,Mbombela,2023-12-08,Transaction,2025-03-18,AC000395,Savings,,,,,EFT,,,Deposit,1055.91
CL00421,Marike,Van der Merwe,marike.van der merwe24@gmail.com,+27628607523,2006-11-20,M,KwaZulu Natal,Pietermaritzburg,2025-03-05,Product Enrollment,2025-03-18,AC000554,Credit Card,Active,50000,,5120.14,,,,,
CL00426,Thabo,Sithole,THABO.SITHOLE39@OUTLOOK.COM,27719969540,1998-11-21,M,North West,Rustenburg,2024-01-06,Product Enrollment,2025-03-18,AC000562,Credit Card,Suspended,5000,,331.97,,,,,
CL00467,Tumi,Nkosi,tumi.nkosi21@gmail.com,077-981-8990,1973-03-31,F,KwaZulu Natal,Richards Bay,2024-09-20,Transaction,2025-03-18,AC000624,Savings,,,,,ATM,,,Withdrawal,-2817.5
CL00612,Grace,Steyn,grace.steyn18@outlook.com,,1981-08-27,M,North West,Mahikeng,2024-09-11,Product Enrollment,2025-03-18,AC000808,Personal Loan,Closed,,10000,3068.27,,,,,
CL00634,Ruan,Mabaso,ruan.mabaso19@yahoo.com,060 707 7140,1960-05-04,F,KwaZulu Natal,Richards Bay,2024-09-15,Transaction,2025-03-18,AC000837,Credit Card,,,,,ATM,,,Withdrawal,-3494.27
CL00717,Sipho,Khumalo,sipho.khumalo69@yahoo.com,+27681868201,1964-09-26,F,North West,Mahikeng,2023-03-31,Transaction,2025-03-18,AC000949,Savings,,,,,ATM,,,Withdrawal,-2417.08
CL00752,Chane,Dlamini,chane.dlamini13@webmail.co.za,0736410314,1970-04-25,M,North West,Mahikeng,2024-03-02,CRM Interaction,2025-03-18,,,,,,,Branch,Complaint,N,,
CL00799,Tumi,Nkosi, tumi.nkosi76@webmail.co.za ,0701810137,1982-01-13,F,Limpopo,Tzaneen,2022-12-28,Transaction,2025-03-18,AC001049,Personal Loan,,,,,ATM,,,Withdrawal,-4125.32
CL00831,Zanele,Kruger,zanele.kruger33@gmail.com,0607135212,1987-03-24,M,Free State,Bloemfontein,2024-09-30,CRM Interaction,2025-03-18,,,,,,,WhatsApp,Feedback,Y,,
CL00850,Ayesha,Kruger,ayesha.kruger12@webmail.co.za,0697489687,1992-11-07,F,Eastern Cape,Gqeberha,2023-03-09,Transaction,2025-03-18,AC001114,Credit Card,,,,,EFT,,,Fee,-1395.63
CL00875,Nokuthula,Mokoena,nokuthula.mokoena90@webmail.co.za,064-975-4003,1974-06-29,M,Free State,Welkom,2023-11-09,Transaction,2025-03-18,AC001147,Credit Card,,,,,Online Banking,,,EFT Payment,7987.58
CL00921,Ayesha,Dlamini,ayesha.dlamini32@outlook.com,+27665170367,1960-11-24,M,Mpumalanga,Mbombela,2022-11-25,Transaction,2025-03-18,AC001212,Personal Loan,,,,,EFT,,,Deposit,4892.39
CL00926,Nomvula,Van der Merwe,NOMVULA.VAN DER MERWE56@WEBMAIL.CO.ZA,077 730 5252,1991-07-24,F,Western Cape,Cape Town,2024-10-10,Product Enrollment,2025-03-18,AC001224,Personal Loan,Active,,100000,9169.99,,,,,
CL00994,Nadia,Kruger,nadia.kruger61@gmail.com,+27646396474,2001-03-09,M,Eastern Cape,Mthatha,2023-05-26,Transaction,2025-03-18,AC001336,Credit Card,,,,,POS,,,POS Purchase,-5585.31
CL01006,Tumi,Ndlovu,tumi.ndlovu26@telkomsa.net,0722999301,1971-10-31,M,Western Cape,George,2024-11-12,CRM Interaction,2025-03-18,,,,,,,Branch,Query,Y,,
CL01129,Lerato,Nkosi,LERATO.NKOSI82@TELKOMSA.NET,+27638364846,1950-09-21,F,Western Cape,Cape Town,2022-12-04,CRM Interaction,2025-03-18,,,,,,,WhatsApp,Product Application,Y,,
CL01186,Naledi,Abrahams,naledi.abrahams50@outlook.com,+27611513955,2007-07-13,M,Free State,Bloemfontein,2024-01-09,Transaction,2025-03-18,AC001577,Savings,,,,,EFT,,,Deposit,4416.92
CL01187,Marike,Pillay,marike.pillay68@outlook.com,0795935250,1978-09-27,M,Free State,Bloemfontein,2023-07-04,Transaction,2025-03-18,AC001579,Personal Loan,,,,,ATM,,,Withdrawal,-5806.28
CL01304,Kagiso,Adams,kagiso.adams12@telkomsa.net,0754392094,1990-05-13,M,Free State,Welkom,2024-04-26,Transaction,2025-03-18,AC001731,Savings,,,,,EFT,,,Debit Order,-4268.01
CL01499,Thabo,Nkosi,thabo.nkosi3@telkomsa.net,+27843554635,1958-11-19,F,Northern Cape,Kimberley,2024-04-11,Transaction,2025-03-18,AC001998,Savings,,,,,ATM,,,Withdrawal,-2292.06
CL00025,Nomvula,Naidoo,nomvula.naidoo53@telkomsa.net,0653970445,1957-03-22,F,Eastern Cape,Mthatha,2025-02-20,Product Enrollment,2025-03-19,AC000030,Personal Loan,Active,,50000,11829.89,,,,,
CL00068,Zanele,Abrahams,ZANELE.ABRAHAMS48@OUTLOOK.COM,27653851852,1952-02-16,F,Free State,Bloemfontein,2022-04-25,Transaction,2025-03-19,AC000089,Credit Card,,,,,EFT,,,Debit Order,-4507.98
CL00092,Mpho,Steyn,mpho.steyn49@telkomsa.net,071-220-9226,1948-09-10,M,Limpopo,Polokwane,2024-05-31,Transaction,2025-03-19,AC000116,Savings,,,,,ATM,,,Deposit,7257.0
CL00177,Ruan,Mahlangu,ruan.mahlangu38@outlook.com,0687592357,1976-03-09,F,Eastern Cape,East London,2024-03-26,Transaction,2025-03-19,AC000234,Credit Card,,,,,POS,,,POS Purchase,-3842.53
CL00193,Zanele,Adams,zanele.adams36@telkomsa.net,069 548 5272,1966-07-26,M,KwaZulu Natal,Durban,2025-03-13,Product Enrollment,2025-03-19,AC000254,Savings,Active,,,51568.97,,,,,
CL00344,Sam,Mokoena,sam.mokoena20@webmail.co.za,+27816677780,2000-02-17,M,Western Cape,Cape Town,2024-08-31,Transaction,2025-03-19,AC000446,Savings,,,,,Branch,,,Deposit,1311.12
CL00417,Chane,Sithole,,0747408965,1971-07-24,F,Mpumalanga,Witbank,2024-06-09,Transaction,2025-03-19,AC000547,Credit Card,,,,,Online Banking,,,Refund,1801.03
CL00426,Thabo,Sithole,THABO.SITHOLE39@OUTLOOK.COM,27719969540,1998-11-21,M,North West,Rustenburg,2024-01-06,Transaction,2025-03-19,AC000562,Credit Card,,,,,ATM,,,Deposit,1133.74
CL00437,Lerato,Dlamini,LERATO.DLAMINI98@OUTLOOK.COM,0653651565,1966-10-20,F,Limpopo,Tzaneen,2023-11-16,CRM Interaction,2025-03-19,,,,,,,Call,Feedback,Y,,
CL00456,Thabo,Ndlovu,thabo.ndlovu97@telkomsa.net,074 668 2181,2006-01-24,M,Northern Cape,Upington,2024-08-28,CRM Interaction,2025-03-19,,,,,,,Chat,Query,Y,,
CL00480,Grace,Naidoo,GRACE.NAIDOO70@TELKOMSA.NET,0637436241,1991-12-25,M,Free State,Welkom,2025-01-15,Product Enrollment,2025-03-19,AC000638,Personal Loan,Active,,75000,47749.3,,,,,
CL00540,Sipho,Nkosi,sipho.nkosi65@gmail.com,0766947075,1969-08-26,M,Northern Cape,Upington,2023-09-15,CRM Interaction,2025-03-19,,,,,,,Call,Complaint,Y,,
CL00540,Sipho,Nkosi,sipho.nkosi65@gmail.com,0766947075,1969-08-26,M,Northern Cape,Upington,2023-09-15,Transaction,2025-03-19,AC000717,Credit Card,,,,,POS,,,POS Purchase,-1986.19
CL00593,Karabo,Zulu,karabo.zulu37@outlook.com,072-393-8131,1989-04-14,M,Limpopo,Tzaneen,2022-03-22,Transaction,2025-03-19,AC000782,Savings,,,,,EFT,,,Debit Order,-7360.2
CL00610,Bongani,Adams,bongani.adams62@gmail.com,+27758405061,1973-08-07,M,Eastern Cape,East London,2023-02-17,Transaction,2025-03-19,AC000806,Credit Card,,,,,Branch,,,Deposit,6792.63
CL00625,Lindiwe,Steyn,LINDIWE.STEYN92@TELKOMSA.NET,0818831655,1960-11-04,M,Eastern Cape,Mthatha,2025-03-17,CRM Interaction,2025-03-19,,,,,,,Call,Product Application,Y,,
CL00676,Precious,Van der Merwe,precious.van der merwe68@yahoo.com,27727442292,1986-04-03,F,KwaZulu Natal,Durban,2024-04-04,Transaction,2025-03-19,AC000890,Personal Loan,,,,,EFT,,,Deposit,7334.53
CL00705,Wian,Molefe,wian.molefe97@webmail.co.za,+27759984304,1952-10-27,F,Free State,Bloemfontein,2024-05-27,Transaction,2025-03-19,AC000929,Personal Loan,,,,,ATM,,,Withdrawal,-5790.8
CL00708,Johan,Dlamini,johan.dlamini77@outlook.com,0811241105,1964-11-01,F,Eastern Cape,Mthatha,2025-01-23,CRM Interaction,2025-03-19,,,,,,,Call,Feedback,Y,,
CL00843,Lerato,Mahlangu,lerato.mahlangu83@gmail.com,0774123258,1948-09-15,F,Gauteng,Sandton,2024-08-31,Transaction,2025-03-19,AC001103,Savings,,,,,ATM,,,Withdrawal,-3398.98
CL00856,Bongani,Steyn, bongani.steyn77@gmail.com ,067 393 9932,1949-07-28,F,Limpopo,Tzaneen,2023-09-02,Transaction,2025-03-19,AC001125,Personal Loan,,,,,POS,,,POS Purchase,-6808.77
CL00944,David,Botha, DAVID.BOTHA8@WEBMAIL.CO.ZA ,0601078199,1949-10-30,M,Northern Cape,Upington,2022-05-05,Transaction,2025-03-19,AC001252,Personal Loan,,,,,ATM,,,Deposit,5605.37
CL01005,Precious,Petersen,precious.petersen11@telkomsa.net,072-456-9828,1968-08-03,M,Western Cape,Stellenbosch,2022-01-15,CRM Interaction,2025-03-19,,,,,,,Branch,Feedback,Y,,
CL01006,Tumi,Ndlovu,tumi.ndlovu26@telkomsa.net,0722999301,1971-10-31,M,Western Cape,George,2024-11-12,CRM Interaction,2025-03-19,,,,,,,Chat,Query,Y,,
CL01013,Wian,Van der Merwe,wian.van der merwe53@yahoo.com,,1950-09-06,F,Mpumalanga,Witbank,2024-06-04,Transaction,2025-03-19,AC001356,Personal Loan,,,,,POS,,,POS Purchase,-1107.18
CL01169,Lindiwe,Dlamini,lindiwe.dlamini68@telkomsa.net,0744894211,2001-12-27,F,KwaZulu Natal,Richards Bay,2023-06-24,CRM Interaction,2025-03-19,,,,,,,Call,Query,Y,,
CL01386,Kagiso,Botha,kagiso.botha68@telkomsa.net,0818907996,1989-05-26,F,Eastern Cape,Mthatha,2024-03-16,Transaction,2025-03-19,AC001834,Savings,,,,,Mobile App,,,EFT Payment,7245.73
CL01402,Johan,Khumalo,johan.khumalo6@yahoo.com,27831838804,1952-03-24,F,Gauteng,Johannesburg,2024-07-26,Transaction,2025-03-19,AC001860,Savings,,,,,POS,,,Refund,4260.8
CL01418,Werner,Petersen,werner.petersen98@outlook.com,27789839008,1990-04-05,M,Gauteng,Johannesburg,2024-07-03,Transaction,2025-03-19,AC001881,Credit Card,,,,,Branch,,,Withdrawal,-366.88
CL01490,Ashwin,Steyn,ashwin.steyn24@outlook.com,0648890740,1964-03-04,F,North West,Mahikeng,2022-02-16,Transaction,2025-03-19,AC001986,Credit Card,,,,,POS,,,POS Purchase,-1096.99
CL00065,Tumi,De Villiers,tumi.de villiers57@gmail.com,073 358 9751,1993-01-23,,Western Cape,Stellenbosch,2023-11-11,Transaction,2025-03-20,AC000086,Savings,,,,,ATM,,,Deposit,1404.94
CL00169,Ayesha,Steyn,ayesha.steyn70@webmail.co.za,082-231-5798,1969-07-28,M,KwaZulu Natal,Richards Bay,2024-03-07,Transaction,2025-03-20,AC000224,Credit Card,,,,,Branch,,,Withdrawal,-5461.57
CL00212,Ilse,Dlamini,ILSE.DLAMINI71@OUTLOOK.COM,27695069884,1989-09-22,M,Mpumalanga,Mbombela,2023-09-29,Transaction,2025-03-20,AC000277,Savings,,,,,Online Banking,,,EFT Payment,5572.17
CL00222,Priya,De Villiers,priya.de villiers26@telkomsa.net,+27607417252,1953-06-21,F,Mpumalanga,Witbank,2024-02-24,Transaction,2025-03-20,AC000290,Personal Loan,,,,,POS,,,POS Purchase,-1671.37
CL00242,Johan,Petersen,johan.petersen84@outlook.com,0723413447,1996-01-20,M,Gauteng,Sandton,2024-04-21,Transaction,2025-03-20,AC000316,Personal Loan,,,,,Branch,,,Deposit,6175.67
CL00272,Farhaan,De Villiers, farhaan.de villiers53@gmail.com ,0796110305,1958-08-25,,North West,Mahikeng,2022-02-06,CRM Interaction,2025-03-20,,,,,,,WhatsApp,Complaint,Y,,
CL00273,Werner,Ndlovu,werner.ndlovu29@outlook.com,27827095071,1988-12-05,U,Eastern Cape,Mthatha,2024-01-15,Transaction,2025-03-20,AC000355,Savings,,,,,Online Banking,,,EFT Payment,2166.14
CL00299,Sipho,Zulu,sipho.zulu70@telkomsa.net,+27675882155,2000-12-07,F,Western Cape,Paarl,2022-03-17,Transaction,2025-03-20,AC000392,Credit Card,,,,,POS,,,POS Purchase,-3047.21
CL00359,Ilse,Dlamini,ilse.dlamini87@outlook.com,27624725978,1977-04-27,M,Limpopo,Polokwane,2023-03-29,Transaction,2025-03-20,AC000466,Savings,,,,,EFT,,,Deposit,3244.37
CL00385,Wian,Abrahams,wian.abrahams62@telkomsa.net,0796309796,1953-03-21,F,Eastern Cape,Mthatha,2024-12-19,Transaction,2025-03-20,AC000503,Credit Card,,,,,Online Banking,,,EFT Payment,662.89
CL00385,Wian,Abrahams,wian.abrahams62@telkomsa.net,0796309796,1953-03-21,F,Eastern Cape,Mthatha,2024-12-19,Transaction,2025-03-20,AC000503,Credit Card,,,,,POS,,,POS Purchase,-2840.97
CL00386,Mpho,Zulu,mpho.zulu64@outlook.com,0694247321,2003-02-10,M,Limpopo,Polokwane,2024-11-30,Transaction,2025-03-20,AC000505,Savings,,,,,EFT,,,Deposit,3198.27
CL00458,Chane,Smith,chane.smith12@telkomsa.net,27761940322,1955-07-02,M,Eastern Cape,Gqeberha,2024-07-01,Transaction,2025-03-20,AC000613,Credit Card,,,,,POS,,,POS Purchase,-1365.22
CL00478,Nomvula,De Villiers,nomvula.de villiers33@outlook.com,0631886716,1993-11-18,F,Mpumalanga,Witbank,2024-07-20,Transaction,2025-03-20,AC000634,Personal Loan,,,,,EFT,,,Fee,-6143.78
CL00534,Riaan,Mahlangu,riaan.mahlangu1@yahoo.com,0652429986,1966-02-10,F,KwaZulu Natal,Durban,2024-05-01,Transaction,2025-03-20,AC000708,Personal Loan,,,,,EFT,,,Fee,-7122.0
CL00550,Farhaan,Naidoo,farhaan.naidoo3@gmail.com,0684452834,1999-02-27,M,Northern Cape,Kimberley,2024-09-01,Transaction,2025-03-20,AC000733,Personal Loan,,,,,ATM,,,Withdrawal,-663.08
CL00558,Ashwin,Govender,ashwin.govender44@webmail.co.za,0816396194,1993-04-15,U,Eastern Cape,Mthatha,2023-10-14,CRM Interaction,2025-03-20,,,,,,,Call,Query,Y,,
CL00584,Ashwin,Mokoena,ashwin.mokoena26@webmail.co.za,068-419-8449,1954-05-26,F,Gauteng,Johannesburg,2025-01-23,Transaction,2025-03-20,AC000769,Credit Card,,,,,ATM,,,Withdrawal,-4245.11
CL00652,Vusi,Fourie,vusi.fourie6@telkomsa.net,0849783147,2007-04-26,U,Eastern Cape,Mthatha,2024-12-17,Transaction,2025-03-20,AC000858,Personal Loan,,,,,EFT,,,Debit Order,-7150.96
CL00658,Michelle,Nkosi,michelle.nkosi54@webmail.co.za,0755459377,1957-12-05,F,Limpopo,Polokwane,2022-03-24,Transaction,2025-03-20,AC000865,Credit Card,,,,,POS,,,POS Purchase,-440.8
CL00723,Nokuthula,Govender,nokuthula.govender92@webmail.co.za,078-622-7531,1965-04-27,F,Northern Cape,Upington,2023-02-10,Transaction,2025-03-20,AC000958,Credit Card,,,,,EFT,,,Debit Order,-371.39
CL00727,Nadia,Mokoena,nadia.mokoena14@telkomsa.net,0812255341,1982-08-05,F,Northern Cape,Kimberley,2023-03-11,Transaction,2025-03-20,AC000965,Personal Loan,,,,,EFT,,,Deposit,7876.38
CL00744,Marike,Dlamini,marike.dlamini13@gmail.com,+27836885129,1968-06-24,M,Western Cape,George,2022-12-09,Transaction,2025-03-20,AC000984,Savings,,,,,POS,,,POS Purchase,-4987.92
CL00782,David,Dlamini,DAVID.DLAMINI85@WEBMAIL.CO.ZA,0796640806,1982-01-11,F,Eastern Cape,Gqeberha,2024-06-01,Transaction,2025-03-20,AC001031,Savings,,,,,Online Banking,,,EFT Payment,2432.55
